source,target,relationship_type,method,confidence,evidence
186482,166170,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
186482,96/2025/QH15,THAM_CHIEU,rule_extraction,0.95,"...g Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
186482,26/2025/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị c..."
186482,19/2013/TT,SUA_DOI_BO_SUNG,rule_extraction,1.0,"Chương I SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 19/2013/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM  QUY"
186482,43/2015/TT,SUA_DOI_BO_SUNG,rule_extraction,1.0,"Chương II SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 43/2015/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY"
186482,53/2018/TT,SUA_DOI_BO_SUNG,rule_extraction,1.0,"Chương III SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 53/2018/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY"
53/2018/TT-NHNN,186482,THAY_THE_BOI,rule_extraction,1.0,Điều 24. Bãi bỏ Điều 24 Điều 25. Thay thế Phụ lục ban hành kèm theo Thông tư 53/2018/TT-NHNN
186482,174218,SUA_DOI_BO_SUNG,rule_extraction,1.0,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 62/2024/TT-NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ ĐIỀU KIỆN, HỒ SƠ, THỦ TỤC CHẤP THUẬN VIỆC TỔ"
186482,14/2015/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"a) Khoản 8, khoản 14 Điều 1 Thông tư 14/2015/TT-NHNN sửa đổi bổ sung một số điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc ..."
186482,19/2013/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"a) Khoản 8, khoản 14 Điều 1 Thông tư 14/2015/TT-NHNN sửa đổi bổ sung một số điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc mua, bán và xử lý nợ xấu của Công ty Quản lý tài sản của các..."
186482,03/2024/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"...3, 4 Điều 10” tại khoản 1 Điều 2; cụm từ ""khoản 2 Điều 12"", cụm từ ""các khoản 5, 6 Điều 13"" tại khoản 2 Điều 2 Thông tư 03/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số Điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ng..."
186482,27/2022/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"c) Cụm từ “điểm b khoản 3 Điều 10” tại điểm c khoản 5 Điều 1 Thông tư số 27/2022/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về phân cấp giải quyết..."
186482,30/2024/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"d) Khoản 7, khoản 9, khoản 14, điểm c khoản 15 Điều 1 Thông tư 30/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về hồ sơ, thủ tục chấp..."
112924,28/2005/PL-UBTVQH,THAM_CHIEU,rule_extraction,0.95,Căn cứ Pháp lệnh Ngoại hối số 28/2005/PL-UBTVQH ngày 13 tháng 12 năm 2005;
112924,06/2013/PL-UBTVQH13,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Pháp lệnh Ngoại hối số 28/2005/PL-UBTVQH ngày 13 tháng 12 năm 2005; Căn cứ Pháp lệnh số 06/2013/PL-UBTVQH13 ngày 18 tháng 03 năm 2013 sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối; Căn cứ Nghị định số"
112924,215/2013/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,Căn cứ Nghị định số 215/2013/NĐ-CP
112924,95652,THAM_CHIEU,rule_extraction,0.95,Căn cứ Nghị định số 135/2015/NĐ-CP
174218,102/2022/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,Căn cứ Nghị định số 102/2022/NĐ-CP
174218,36/2015/TT-NHNN,THAM_CHIEU,gemini_classification,0.9,"2. Kể từ ngày Thông tư này có hiệu lực thi hành, Thông tư số 36/2015/TT-NHNN"
186888,25692,THAM_CHIEU,rule_extraction,0.95,tổ chức tài chính vi mô Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12;
186888,166170,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
186888,96/2025/QH15,THAM_CHIEU,rule_extraction,0.95,"...g Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
186888,26/2025/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị c..."
27257,186888,THAY_THE_BOI,rule_extraction,1.0,1. Thông tư này có hiệu lực từ ngày 01 tháng 01 năm 2027. 2. Thông tư này bãi bỏ Thông tư số 44/2011/TT-NHNN ngày 29 tháng 12 năm 2011 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán ...
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,173695,SUA_DOI_BO_SUNG,rule_extraction,1.0,"Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của n..."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,12/2025/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"1. Thông tư số 12/2025/TT-NHNN ngày 30 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy đị..."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,11/2026/TT-NHNN,THAM_CHIEU,rule_extraction,0.95,2. Thông tư số 11/2026/TT-NHNN ngày 19 tháng 5 năm 2026 của Thống đốc Ngân hàng Nhà nước Việt Nam phân cấp thực hiện thủ tục hành chính trong lĩnh vực...
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,102/2022/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ..."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,162/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Nghị định số 162/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chí..."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,173695,THAM_CHIEU,gemini_classification,0.9,"NGÂN HÀNG THƯƠNG MẠI (Ban hành kèm theo Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,2024/TT-NHNN,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Thông tư số .../2024/TT-NHNN ngày .. tháng ... năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ..."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,162/2024/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,"Kính gửi: Thống đốc Ngân hàng Nhà nước Việt Nam Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chí..."
185630,25692,THAM_CHIEU,rule_extraction,0.95,về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12;
185630,166170,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15;"
185630,96/2025/QH15,THAM_CHIEU,rule_extraction,0.95,"...g Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15;"
185630,166269,THAM_CHIEU,rule_extraction,0.95,Căn cứ Luật Hợp tác xã số 17/2023/QH15;
185630,26/2025/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Luật Hợp tác xã số 17/2023/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị c..."
185630,168859,SUA_DOI_BO_SUNG,rule_extraction,1.0,"Chương I SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 29/2024/TT-NHNN QUY ĐỊNH VỀ QUỸ TÍN DỤNG NHÂN DÂN Điều 1. Sửa đổi, bổ sung điểm d khoản 2 Điều 25"
185630,177271,SUA_DOI_BO_SUNG,rule_extraction,1.0,"Chương II SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 01/2025/TT-NHNN QUY ĐỊNH VỀ CẤP GIẤY PHÉP LẦN ĐẦU, CẤP ĐỔI GIẤY PHÉP CỦA QUỸ TÍN DỤNG NHÂN DÂN"
185630,10/2025/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"Chương III SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 10/2025/TT-NHNN QUY ĐỊNH VỀ TỔ CHỨC LẠI, THU HỒI GIẤY PHÉP VÀ THANH LÝ"
185630,08/2025/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"...ày có hiệu lực thi hành kể từ ngày 16 tháng 02 năm 2026. 2. Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015..."
185630,43/2015/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"...TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và hoạt động của phòng giao dịc..."
185630,32/2024/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,...HNN ngày 28 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/2024/TT-NHNN ngày 30 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về mạng lưới hoạt động của ngân hàng thương...
117310,25692,THAM_CHIEU,rule_extraction,0.95,Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010;
117310,47/2010/QH12,THAM_CHIEU,rule_extraction,0.95,Căn cứ Luật các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010;
117310,156/2013/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,Căn cứ Nghị định số 156/2013/NĐ-CP
166269,23/2012/QH13,THAM_CHIEU,gemini_classification,0.9,3. Luật Hợp tác xã số 23/2012/QH13
44209,25692,THAM_CHIEU,rule_extraction,0.95,Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ
44209,47/2010/QH12,THAM_CHIEU,rule_extraction,0.95,Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số
44209,156/2013/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ..."
44209,40/2012/NĐ-CP,THAM_CHIEU,rule_extraction,0.95,"Căn cứ Nghị định số 40/2012/NĐ-CP ngày 02 tháng 5 năm 2012 của Chính phủ về nghiệp vụ phát hành tiền; bảo quản, vận chuyển tài sản quý và giấy tờ có giá ..."
44209,60/2006/QĐ-NHNN,THAM_CHIEU,gemini_classification,0.9,"2. Kể từ ngày Thông tư này có hiệu lực, các văn bản sau hết hiệu lực thi hành: a) Quyết định số 60/2006/QĐ-NHNN ngày 27/12/2006 của Thống đốc Ngân hàng Nhà nước ban hành Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý,..."
44209,27/2007/QĐ-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ c..."
44209,60/2006/QĐ-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"...ột số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN;"
44209,21/2011/TT-NHNN,SUA_DOI_BO_SUNG,rule_extraction,1.0,"c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa đổi, bổ sung Khoản 5 Điều 3 Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có..."
25692,51/2001/QH10,THAM_CHIEU,rule_extraction,0.95,"...n cứ Hiến pháp nước Cộng hoà xã hội chủ nghĩa Việt Nam năm 1992 đã được sửa đổi, bổ sung một số điều theo Nghị quyết số 51/2001/QH10; Quốc hội ban hành Luật Ngân hàng Nhà nước Việt Nam."
25692,01/1997/QH10,SUA_DOI_BO_SUNG,rule_extraction,1.0,"1. Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2011. 2. Luật Ngân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật ..."
25692,10/2003/QH11,SUA_DOI_BO_SUNG,rule_extraction,1.0,"...gân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực. Điều 66. Quy định chi tiết và hướng dẫn thi hành"
166170,ENT_COQUAN_004,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Quốc hội
166170,ENT_NGUOIKY_011,KY_BOI,original,1.0,Metadata nguoi_ky: Vương Đình Huệ (Chủ tịch Quốc hội)
166170,ENT_LINHVUC_010,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Tín dụng
112025,ENT_COQUAN_002,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Chính phủ
112025,ENT_NGUOIKY_004,KY_BOI,original,1.0,Metadata nguoi_ky: Nguyễn Xuân Phúc (Thủ tướng)
38128,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
38128,ENT_NGUOIKY_013,KY_BOI,original,1.0,Metadata nguoi_ky: Đào Minh Tú (Phó Thống đốc)
38128,ENT_LINHVUC_006,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Phát hành và kho quỹ
26750,ENT_COQUAN_004,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Quốc hội
26750,ENT_NGUOIKY_002,KY_BOI,original,1.0,Metadata nguoi_ky: Nguyễn Phú Trọng (Chủ tịch Quốc hội)
163441,ENT_COQUAN_002,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Chính phủ
163441,ENT_NGUOIKY_001,KY_BOI,original,1.0,Metadata nguoi_ky: Lê Minh Khái (Phó Thủ tướng Chính phủ)
163441,ENT_LINHVUC_001,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Bảo hiểm
146468,ENT_COQUAN_002,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Chính phủ
146468,ENT_NGUOIKY_004,KY_BOI,original,1.0,Metadata nguoi_ky: Nguyễn Xuân Phúc (Thủ tướng)
146468,ENT_LINHVUC_002,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Chứng khoán
168220,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
168220,ENT_NGUOIKY_013,KY_BOI,original,1.0,Metadata nguoi_ky: Đào Minh Tú (Phó Thống đốc)
168220,ENT_LINHVUC_009,THUOC_LINH_VUC,original,1.0,"Metadata linh_vuc: Thanh tra, giám sát ngân hàng"
133858,ENT_COQUAN_002,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Chính phủ
133858,ENT_NGUOIKY_004,KY_BOI,original,1.0,Metadata nguoi_ky: Nguyễn Xuân Phúc (Thủ tướng)
169221,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
169221,ENT_NGUOIKY_007,KY_BOI,original,1.0,Metadata nguoi_ky: Phạm Thanh Hà (Phó Thống đốc)
169221,ENT_LINHVUC_008,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Quản lý ngoại hối
95652,ENT_COQUAN_002,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Chính phủ
95652,ENT_NGUOIKY_003,KY_BOI,original,1.0,Metadata nguoi_ky: Nguyễn Tấn Dũng (Thủ tướng Chính phủ)
f69936f0-6937-11f1-a48d-29bc6b0fd706,ENT_COQUAN_001,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Bộ Tài chính
f69936f0-6937-11f1-a48d-29bc6b0fd706,ENT_NGUOIKY_006,KY_BOI,original,1.0,Metadata nguoi_ky: Nguyễn Đức Chi (Thứ trưởng)
30402,ENT_COQUAN_001,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Bộ Tài chính
30402,ENT_NGUOIKY_009,KY_BOI,original,1.0,Metadata nguoi_ky: Trần Xuân Hà (Thứ trưởng)
30402,ENT_LINHVUC_007,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Quản lý dịch vụ tài chính và các quỹ tài chính
173460,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
173460,ENT_NGUOIKY_012,KY_BOI,original,1.0,Metadata nguoi_ky: Đoàn Thái Sơn (Phó Thống đốc)
173460,ENT_LINHVUC_009,THUOC_LINH_VUC,original,1.0,"Metadata linh_vuc: Thanh tra, giám sát ngân hàng"
27257,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
27257,ENT_NGUOIKY_008,KY_BOI,original,1.0,Metadata nguoi_ky: Trần Minh Tuấn (Phó Thống đốc)
143217,ENT_COQUAN_001,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Bộ Tài chính
168859,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
168859,ENT_NGUOIKY_013,KY_BOI,original,1.0,Metadata nguoi_ky: Đào Minh Tú (Phó Thống đốc)
168859,ENT_LINHVUC_009,THUOC_LINH_VUC,original,1.0,"Metadata linh_vuc: Thanh tra, giám sát ngân hàng"
150974,ENT_COQUAN_001,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Bộ Tài chính
150974,ENT_NGUOIKY_010,KY_BOI,original,1.0,Metadata nguoi_ky: Tạ Anh Tuấn (Thứ trưởng)
150974,ENT_LINHVUC_004,THUOC_LINH_VUC,original,1.0,"Metadata linh_vuc: Kế toán, kiểm toán"
164719,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
164719,ENT_NGUOIKY_012,KY_BOI,original,1.0,Metadata nguoi_ky: Đoàn Thái Sơn (Phó Thống đốc Ngân hàng Nhà nước Việt Nam)
164719,ENT_LINHVUC_009,THUOC_LINH_VUC,original,1.0,"Metadata linh_vuc: Thanh tra, giám sát ngân hàng"
173695,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
173695,ENT_NGUOIKY_012,KY_BOI,original,1.0,Metadata nguoi_ky: Đoàn Thái Sơn (Phó Thống đốc)
173695,ENT_LINHVUC_009,THUOC_LINH_VUC,original,1.0,"Metadata linh_vuc: Thanh tra, giám sát ngân hàng"
186482,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
186482,ENT_NGUOIKY_012,KY_BOI,original,1.0,Metadata nguoi_ky: Đoàn Thái Sơn (Phó Thống đốc)
186482,ENT_LINHVUC_003,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Cục An toàn hệ thống các tổ chức tín dụng
112924,ENT_COQUAN_001,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Bộ Tài chính
112924,ENT_NGUOIKY_009,KY_BOI,original,1.0,Metadata nguoi_ky: Trần Xuân Hà (Thứ trưởng)
174218,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
174218,ENT_NGUOIKY_012,KY_BOI,original,1.0,Metadata nguoi_ky: Đoàn Thái Sơn (Phó Thống đốc)
174218,ENT_LINHVUC_009,THUOC_LINH_VUC,original,1.0,"Metadata linh_vuc: Thanh tra, giám sát ngân hàng"
186888,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
186888,ENT_NGUOIKY_012,KY_BOI,original,1.0,Metadata nguoi_ky: Đoàn Thái Sơn (Phó Thống đốc)
186888,ENT_LINHVUC_003,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Cục An toàn hệ thống các tổ chức tín dụng
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ENT_NGUOIKY_012,KY_BOI,original,1.0,Metadata nguoi_ky: Đoàn Thái Sơn (Phó Thống đốc)
185630,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
185630,ENT_NGUOIKY_012,KY_BOI,original,1.0,Metadata nguoi_ky: Đoàn Thái Sơn (Phó Thống đốc)
185630,ENT_LINHVUC_005,THUOC_LINH_VUC,original,1.0,"Metadata linh_vuc: Lao động, tiền lương, tiền công"
117310,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
117310,ENT_NGUOIKY_005,KY_BOI,original,1.0,Metadata nguoi_ky: Nguyễn Đồng Tiến (Phó Thống đốc)
117310,ENT_LINHVUC_009,THUOC_LINH_VUC,original,1.0,"Metadata linh_vuc: Thanh tra, giám sát ngân hàng"
166269,ENT_COQUAN_004,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Quốc hội
166269,ENT_NGUOIKY_011,KY_BOI,original,1.0,Metadata nguoi_ky: Vương Đình Huệ (Chủ tịch Quốc hội)
177271,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
177271,ENT_NGUOIKY_012,KY_BOI,original,1.0,Metadata nguoi_ky: Đoàn Thái Sơn (Phó Thống đốc)
177271,ENT_LINHVUC_003,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Cục An toàn hệ thống các tổ chức tín dụng
44209,ENT_COQUAN_003,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Ngân hàng Nhà nước Việt Nam
44209,ENT_NGUOIKY_013,KY_BOI,original,1.0,Metadata nguoi_ky: Đào Minh Tú (Phó Thống đốc)
44209,ENT_LINHVUC_006,THUOC_LINH_VUC,original,1.0,Metadata linh_vuc: Phát hành và kho quỹ
25692,ENT_COQUAN_004,BAN_HANH_BOI,original,1.0,Metadata co_quan_ban_hanh: Quốc hội
25692,ENT_NGUOIKY_002,KY_BOI,original,1.0,Metadata nguoi_ky: Nguyễn Phú Trọng (Chủ tịch Quốc hội)
166170,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài). 4. Tổ"
166170,ENT_DOITUONGAPDUNG_002,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài). 4. Tổ"
