entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
ENT_DOITUONGAPDUNG_012,DoiTuongApDung,"Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài","Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",95652,rule_extraction,0.95,Điều 2. Đối tượng áp dụng 1. Nhà đầu tư gồm các đối tượng sau: a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư; b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài. 2. Cá
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,30402,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam. 2. Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung"
ENT_DOITUONGAPDUNG_033,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán","Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán",30402,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam. 2. Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung"
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,173460,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Công ty tài chính tổng hợp. 2. Công ty tài chính chuyên ngành. 3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
ENT_DOITUONGAPDUNG_014,DoiTuongApDung,Công ty tài chính chuyên ngành,Công ty tài chính chuyên ngành,173460,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Công ty tài chính tổng hợp. 2. Công ty tài chính chuyên ngành. 3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
ENT_DOITUONGAPDUNG_009,DoiTuongApDung,"Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng","Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng",173460,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Công ty tài chính tổng hợp. 2. Công ty tài chính chuyên ngành. 3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,27257,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng; 2. Chi nhánh ngân hàng nước ngoài; 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
ENT_DOITUONGAPDUNG_002,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,27257,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng; 2. Chi nhánh ngân hàng nước ngoài; 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,143217,rule_extraction,0.95,Điều 2. Đối tượng áp dụng 1. Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ. 2. Các doanh nghiệp không thuộc quy định tại khoản 1 Điều 
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,168859,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Quỹ tín dụng nhân dân. 2. Ngân hàng hợp tác xã. 3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
ENT_DOITUONGAPDUNG_016,DoiTuongApDung,Ngân hàng hợp tác xã,Ngân hàng hợp tác xã,168859,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Quỹ tín dụng nhân dân. 2. Ngân hàng hợp tác xã. 3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
ENT_DOITUONGAPDUNG_031,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân","Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân",168859,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Quỹ tín dụng nhân dân. 2. Ngân hàng hợp tác xã. 3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,150974,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05"
ENT_DOITUONGAPDUNG_036,DoiTuongApDung,Đối tượng áp dụng Thông tư này áp dụng đối với: 1,Đối tượng áp dụng Thông tư này áp dụng đối với: 1,173695,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với: 1. Ngân hàng thương mại. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn"
ENT_DOITUONGAPDUNG_002,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,173695,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với: 1. Ngân hàng thương mại. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn"
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,174218,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành. 2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức "
ENT_DOITUONGAPDUNG_017,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,174218,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành. 2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức "
ENT_DOITUONGAPDUNG_026,DoiTuongApDung,Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành,Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành,174218,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành. 2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức "
ENT_DOITUONGAPDUNG_032,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng","Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",174218,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành. 2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức "
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,186888,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân. 2. Tổ chức tài chính vi mô. 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
ENT_DOITUONGAPDUNG_025,DoiTuongApDung,Tổ chức tài chính vi mô,Tổ chức tài chính vi mô,186888,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân. 2. Tổ chức tài chính vi mô. 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
ENT_DOITUONGAPDUNG_029,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng","Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng",186888,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân. 2. Tổ chức tài chính vi mô. 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
ENT_DOITUONGAPDUNG_036,DoiTuongApDung,Đối tượng áp dụng Thông tư này áp dụng đối với: 1,Đối tượng áp dụng Thông tư này áp dụng đối với: 1,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với: 1. Ngân hàng thương mại. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn"
ENT_DOITUONGAPDUNG_002,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với: 1. Ngân hàng thương mại. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn"
ENT_DOITUONGAPDUNG_020,DoiTuongApDung,Phạm vi điều chỉnh và đối tượng áp dụng 1,Phạm vi điều chỉnh và đối tượng áp dụng 1,117310,rule_extraction,0.95,"Điều 1. Phạm vi điều chỉnh và đối tượng áp dụng 1. Thông tư này quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài tại Việt Nam. 2. Đối tượng áp dụng gồm: a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ "
ENT_DOITUONGAPDUNG_002,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,117310,rule_extraction,0.95,"Điều 1. Phạm vi điều chỉnh và đối tượng áp dụng 1. Thông tư này quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài tại Việt Nam. 2. Đối tượng áp dụng gồm: a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ "
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,166269,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã. 2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã. 3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạ"
ENT_DOITUONGAPDUNG_022,DoiTuongApDung,"Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã","Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",166269,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã. 2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã. 3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạ"
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,177271,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Quỹ tín dụng nhân dân. 2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
ENT_DOITUONGAPDUNG_035,DoiTuongApDung,Đối tượng áp dụng 1,Đối tượng áp dụng 1,44209,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước). 2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài. 3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước,"
ENT_DOITUONGAPDUNG_027,DoiTuongApDung,"Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",44209,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước). 2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài. 3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước,"
